Brand,Year, Price ,Kms_Driven,Fuel_Type,Transmission,kms_Driven,fuel_tank_capacity
Maruti Swift Vdi BSIII,2009.0,,,Diesel,Manual,200000.0,
Maruti Swift Vdi BSIII,2009.0,,,Diesel,Manual,220000.0,
Maruti Swift Vdi BSIII,2009.0,,,Diesel,Manual,120000.0,
Maruti Swift Vdi BSIII,2009.0,,,Diesel,Manual,109000.0,
Tata Nano Lx BSIV,2012.0,,,Petrol,Manual,50000.0,
Tata Nano Lx BSIV,2012.0,,,Petrol,Manual,29900.0,
Tata Nano Lx BSIV,2012.0,,,Petrol,Manual,35000.0,
Tata Nano Lx BSIV,2010.0,,,Petrol,Manual,58850.0,
Tata Nano Lx BSIV,2010.0,,,Petrol,Manual,58850.0,
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012.0,,,Diesel,Manual,100000.0,
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012.0,,,Diesel,Manual,100000.0,
Maruti Ertiga SHVS VDI,2016.0,,,Diesel,Manual,70000.0,
Maruti Ertiga SHVS VDI,2016.0,,,Diesel,Manual,78000.0,
Maruti Ertiga SHVS VDI,2016.0,,,Diesel,Manual,80000.0,
Maruti Ertiga SHVS VDI,2016.0,,,Diesel,Manual,70000.0,
Maruti Ertiga SHVS VDI,2016.0,,,Diesel,Manual,60000.0,
Maruti Ertiga SHVS VDI,2017.0,,,Diesel,Manual,60000.0,
Maruti Ertiga SHVS VDI,2017.0,,,Diesel,Manual,24000.0,
Maruti Ertiga SHVS VDI,2017.0,,,Diesel,Manual,60000.0,
Maruti Ertiga SHVS VDI,2017.0,,,Diesel,Manual,60000.0,
Maruti Ertiga SHVS VDI,2015.0,,,Diesel,Manual,55000.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,70000.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,70000.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,85000.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,52600.0,
Hyundai Creta 1.6 CRDi SX,2016.0,,,Diesel,Manual,90000.0,
Hyundai Creta 1.6 CRDi SX,2015.0,,,Diesel,Manual,58692.0,
Hyundai Creta 1.6 CRDi SX,2015.0,,,Diesel,Manual,54784.0,
Hyundai Creta 1.6 CRDi SX,2017.0,,,Diesel,Manual,39221.0,
Honda Amaze S i-Vtech,2016.0,,,Petrol,Manual,50000.0,
Honda Amaze S i-Vtech,2016.0,,,Petrol,Manual,50000.0,
Honda Amaze S i-Vtech,2015.0,,,Petrol,Manual,43192.0,
Tata Indica Vista Aqua 1.4 TDI,2010.0,,,Diesel,Manual,81000.0,
Tata Indica Vista Aqua 1.4 TDI,2010.0,,,Diesel,Manual,120000.0,
Tata Indica Vista Aqua 1.4 TDI,2010.0,,,Diesel,Manual,81000.0,
Tata Indica Vista Aqua 1.4 TDI,2010.0,,,Diesel,Manual,90000.0,
Tata Indica Vista Aqua 1.4 TDI,2010.0,,,Diesel,Manual,130000.0,
Tata Indica Vista Aqua 1.4 TDI,2011.0,,,Diesel,Manual,54000.0,
Tata Indica Vista Aqua 1.4 TDI,2008.0,,,Diesel,Manual,90000.0,
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012.0,,,Diesel,Manual,120000.0,
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012.0,,,Diesel,Manual,120000.0,
Chevrolet Cruze LTZ,2015.0,,,Diesel,Manual,3600.0,
Chevrolet Cruze LTZ,2015.0,,,Diesel,Manual,3600.0,
Chevrolet Cruze LTZ,2010.0,,,Diesel,Manual,81925.0,
Chevrolet Cruze LTZ,2010.0,,,Diesel,Manual,124000.0,
Chevrolet Cruze LTZ,2010.0,,,Diesel,Manual,60000.0,
Chevrolet Cruze LTZ,2012.0,,,Diesel,Manual,40000.0,
Chevrolet Cruze LTZ,2014.0,,,Diesel,Manual,52000.0,
Chevrolet Cruze LTZ,2011.0,,,Diesel,Manual,65500.0,
Chevrolet Cruze LTZ,2011.0,,,Diesel,Manual,90000.0,
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,,,Petrol,Manual,14272.0,
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,,,Petrol,Manual,70000.0,
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,,,Petrol,Manual,14272.0,
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018.0,,,Petrol,Manual,15000.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,,,Diesel,Manual,49213.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,,,Diesel,Manual,35000.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,,,Diesel,Manual,49213.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,,,Diesel,Manual,12000.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,,,Diesel,Manual,20000.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,,,Diesel,Manual,20000.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,,,Diesel,Manual,20000.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2014.0,,,Diesel,Manual,79800.0,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2015.0,,,Diesel,Manual,97000.0,
Hyundai i10 Sportz 1.1L,2015.0,,,Petrol,Manual,40000.0,
Hyundai i10 Sportz 1.1L,2015.0,,,Petrol,Manual,35925.0,
Hyundai i10 Sportz 1.1L,2015.0,,,Petrol,Manual,40000.0,
Hyundai i10 Sportz 1.1L,2017.0,,,Petrol,Manual,10000.0,
Hyundai i10 Sportz 1.1L,2014.0,,,Petrol,Manual,37555.0,
Maruti 800 Std,1998.0,,,Petrol,Manual,40000.0,
Maruti 800 Std,1998.0,,,Petrol,Manual,80000.0,
Maruti 800 Std,1998.0,,,Petrol,Manual,40000.0,
Maruti 800 Std,2013.0,,,Petrol,Manual,70000.0,
Maruti 800 Std,2013.0,,,Petrol,Manual,70000.0,
Maruti 800 Std,2013.0,,,Petrol,Manual,60000.0,
Maruti 800 Std,2003.0,,,Petrol,Manual,54000.0,
Maruti 800 Std,2003.0,,,Petrol,Manual,78098.0,
Maruti 800 Std,2001.0,,,Petrol,Manual,60000.0,
Maruti 800 Std,1999.0,,,Petrol,Manual,50000.0,
Maruti 800 Std,1997.0,,,Petrol,Manual,80000.0,
Maruti 800 Std,2004.0,,,Petrol,Manual,90000.0,
Chevrolet Spark 1.0 LS,2012.0,,,Petrol,Manual,80000.0,
Chevrolet Spark 1.0 LS,2012.0,,,Petrol,Manual,90000.0,
Chevrolet Spark 1.0 LS,2012.0,,,Petrol,Manual,80000.0,
Chevrolet Spark 1.0 LS,2011.0,,,Petrol,Manual,100000.0,
Chevrolet Spark 1.0 LS,2011.0,,,Petrol,Manual,60000.0,
Chevrolet Spark 1.0 LS,2011.0,,,Petrol,Manual,60000.0,
Chevrolet Spark 1.0 LS,2008.0,,,Petrol,Manual,35000.0,
Chevrolet Spark 1.0 LS,2008.0,,,Petrol,Manual,70000.0,
Chevrolet Spark 1.0 LS,2010.0,,,Petrol,Manual,45000.0,
Chevrolet Spark 1.0 LS,2010.0,,,Petrol,Manual,45000.0,
Chevrolet Spark 1.0 LS,2009.0,,,Petrol,Manual,44800.0,
Chevrolet Spark 1.0 LS,2009.0,,,Petrol,Manual,44800.0,
Chevrolet Spark 1.0 LS,2009.0,,,Petrol,Manual,90000.0,
Chevrolet Spark 1.0 LS,2009.0,,,Petrol,Manual,60000.0,
Chevrolet Spark 1.0 LS,2014.0,,,Petrol,Manual,70000.0,
Hyundai EON Era Plus,2015.0,,,Petrol,Manual,70000.0,
Hyundai EON Era Plus,2015.0,,,Petrol,Manual,21000.0,
Hyundai EON Era Plus,2015.0,,,Petrol,Manual,21000.0,
Hyundai EON Era Plus,2015.0,,,Petrol,Manual,70000.0,
Hyundai EON Era Plus,2015.0,,,Petrol,Manual,80000.0,
Hyundai EON Era Plus,2015.0,,,Petrol,Manual,25000.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,3240.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,24005.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,120000.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,80000.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,35000.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,3240.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,80000.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,53500.0,
Hyundai EON Era Plus,2013.0,,,Petrol,Manual,80000.0,
Hyundai EON Era Plus,2012.0,,,Petrol,Manual,54000.0,
Hyundai EON Era Plus,2012.0,,,Petrol,Manual,46000.0,
Hyundai EON Era Plus,2012.0,,,Petrol,Manual,70000.0,
Hyundai EON Era Plus,2012.0,,,Petrol,Manual,70000.0,
Hyundai EON Era Plus,2014.0,,,Petrol,Manual,40000.0,
Hyundai EON Era Plus,2014.0,,,Petrol,Manual,37605.0,
Hyundai EON Era Plus,2014.0,,,Petrol,Manual,50000.0,
Hyundai EON Era Plus,2014.0,,,Petrol,Manual,37605.0,
Hyundai EON Era Plus,2014.0,,,Petrol,Manual,70000.0,
Hyundai EON Era Plus,2014.0,,,Petrol,Manual,30000.0,
Hyundai EON Era Plus,2018.0,,,Petrol,Manual,20629.0,
Hyundai EON Era Plus,2018.0,,,Petrol,Manual,20000.0,
Hyundai EON Era Plus,2018.0,,,Petrol,Manual,30000.0,
Hyundai EON Era Plus,2018.0,,,Petrol,Manual,15000.0,
Hyundai EON Era Plus,2018.0,,,Petrol,Manual,20000.0,
Hyundai EON Era Plus,2017.0,,,Petrol,Manual,20000.0,
Hyundai EON Era Plus,2017.0,,,Petrol,Manual,19000.0,
Hyundai EON Era Plus,2017.0,,,Petrol,Manual,20000.0,
Hyundai EON Era Plus,2016.0,,,Petrol,Manual,24662.0,
Hyundai EON Era Plus,2016.0,,,Petrol,Manual,24662.0,
Tata Indica Vista Aqua TDI BSIII,2011.0,,,Diesel,Manual,70000.0,
Tata Indica Vista Aqua TDI BSIII,2011.0,,,Diesel,Manual,70000.0,
Tata Indica Vista Aqua TDI BSIII,2009.0,,,Diesel,Manual,120000.0,
Tata Indica Vista Aqua TDI BSIII,2009.0,,,Diesel,Manual,30000.0,
Tata Indica Vista Aqua TDI BSIII,2009.0,,,Diesel,Manual,30000.0,
Tata Indica Vista Aqua TDI BSIII,2008.0,,,Diesel,Manual,90000.0,
Hyundai Santro LP zipPlus,2003.0,,,Petrol,Manual,57000.0,
Hyundai Santro LP zipPlus,2003.0,,,Petrol,Manual,57000.0,
Hyundai Santro LP zipPlus,2001.0,,,Petrol,Manual,50000.0,
Hyundai Santro LP zipPlus,2001.0,,,Petrol,Manual,50000.0,
Hyundai Santro LP zipPlus,2002.0,,,Petrol,Manual,70000.0,
Tata Bolt Quadrajet XE,2016.0,,,Diesel,Manual,120000.0,
Tata Bolt Quadrajet XE,2016.0,,,Diesel,Manual,120000.0,
Tata Bolt Quadrajet XE,2017.0,,,Diesel,Manual,60000.0,
Maruti 800 AC BSIII,2005.0,,,Petrol,Manual,30000.0,
Maruti 800 AC BSIII,2005.0,,,Petrol,Manual,20000.0,
Maruti 800 AC BSIII,2005.0,,,Petrol,Manual,30000.0,
Maruti 800 AC BSIII,2007.0,,,Petrol,Manual,90000.0,
Maruti 800 AC BSIII,2007.0,,,Petrol,Manual,52000.0,
Maruti 800 AC BSIII,2008.0,,,Petrol,Manual,70000.0,
Maruti 800 AC BSIII,2009.0,,,Petrol,Manual,83000.0,
Hyundai i20 Magna 1.2,2015.0,,,Petrol,Manual,5000.0,
Hyundai i20 Magna 1.2,2015.0,,,Petrol,Manual,5000.0,
Hyundai i20 Magna 1.2,2016.0,,,Petrol,Manual,25000.0,
Hyundai i20 Magna 1.2,2016.0,,,Petrol,Manual,61000.0,
Hyundai i20 Magna 1.2,2016.0,,,Petrol,Manual,25000.0,
Hyundai i20 1.2 Asta,2018.0,,,Petrol,Manual,10000.0,
Hyundai i20 1.2 Asta,2018.0,,,Petrol,Manual,10000.0,
Hyundai i20 1.2 Asta,2011.0,,,Petrol,Manual,74113.0,
Hyundai i20 1.2 Asta,2011.0,,,Petrol,Manual,72000.0,
Maruti Ciaz VDi Plus,2015.0,,,Diesel,Manual,100000.0,
Maruti Ciaz VDi Plus,2015.0,,,Diesel,Manual,97000.0,
Hyundai i20 Asta 1.4 CRDi,2016.0,,,Diesel,Manual,80000.0,
Hyundai i20 Asta 1.4 CRDi,2016.0,,,Diesel,Manual,20000.0,
Hyundai i20 Asta 1.4 CRDi,2013.0,,,Diesel,Manual,90000.0,
Hyundai i20 Asta 1.4 CRDi,2013.0,,,Diesel,Manual,90000.0,
Hyundai i20 Asta 1.4 CRDi,2013.0,,,Diesel,Manual,80000.0,
Hyundai i20 Asta 1.4 CRDi,2013.0,,,Diesel,Manual,70000.0,
Hyundai i20 Asta 1.4 CRDi,2015.0,,,Diesel,Manual,90000.0,
Hyundai i20 Asta 1.4 CRDi,2015.0,,,Diesel,Manual,77000.0,
Hyundai i20 Asta 1.4 CRDi,2015.0,,,Diesel,Manual,87000.0,
Hyundai i20 Asta 1.4 CRDi,2014.0,,,Diesel,Manual,80000.0,
Hyundai i20 Asta 1.4 CRDi,2014.0,,,Diesel,Manual,52000.0,
Hyundai Santro LE,2002.0,,,Petrol,Manual,70000.0,
Maruti Vitara Brezza VDi,2018.0,,,Diesel,Manual,35000.0,
Maruti Vitara Brezza VDi,2018.0,,,Diesel,Manual,50000.0,
Maruti Vitara Brezza VDi,2016.0,,,Diesel,Manual,39503.0,
Maruti Vitara Brezza VDi,2017.0,,,Diesel,Manual,32077.0,
Hyundai Santro Xing XL eRLX Euro III,2007.0,,,Petrol,Manual,114000.0,
Hyundai Santro Xing XL eRLX Euro III,2005.0,,,Petrol,Manual,90000.0,
Hyundai Santro Xing XL eRLX Euro III,2005.0,,,Petrol,Manual,47000.0,
Hyundai Santro Xing XL eRLX Euro III,2005.0,,,Petrol,Manual,90000.0,
Hyundai Santro Xing XL eRLX Euro III,2006.0,,,Petrol,Manual,40000.0,
Hyundai Santro Xing XL eRLX Euro III,2006.0,,,Petrol,Manual,40000.0,
Hyundai Santro Xing XL eRLX Euro III,2006.0,,,Petrol,Manual,60000.0,
Hyundai Getz 1.3 GLS,2008.0,,,Petrol,Manual,53772.0,
Hyundai Getz 1.3 GLS,2008.0,,,Petrol,Manual,110000.0,
Hyundai Getz 1.3 GLS,2010.0,,,Petrol,Manual,105546.0,
Mahindra Quanto C8,2012.0,,,Diesel,Manual,140000.0,
Mahindra Quanto C8,2012.0,,,Diesel,Manual,80000.0,
Mahindra Quanto C8,2013.0,,,Diesel,Manual,25000.0,
Mahindra Quanto C8,2013.0,,,Diesel,Manual,82082.0,
Mahindra Quanto C8,2013.0,,,Diesel,Manual,25000.0,
Chevrolet Tavera Neo 3 LS 7 C BSIII,2015.0,,,Diesel,Manual,120000.0,
Maruti Wagon R DUO LPG,2014.0,,,LPG,Manual,90000.0,
Maruti Wagon R LXI,2020.0,,,Petrol,Manual,120000.0,
Maruti Wagon R LXI,2005.0,,,Petrol,Manual,40000.0,
Maruti Wagon R LXI,2005.0,,,Petrol,Manual,80000.0,
Maruti Wagon R LXI,2005.0,,,Petrol,Manual,70000.0,
Maruti Wagon R LXI,2005.0,,,Petrol,Manual,70000.0,
Maruti Wagon R LXI,2005.0,,,Petrol,Manual,70000.0,
Maruti Wagon R LXI,2006.0,,,Petrol,Manual,62009.0,
Maruti Wagon R LXI,2004.0,,,Petrol,Manual,60000.0,
Maruti Wagon R LXI,2004.0,,,Petrol,Manual,90000.0,
Maruti Wagon R LXI,2004.0,,,Petrol,Manual,90000.0,
Maruti Wagon R LXI,2004.0,,,Petrol,Manual,90000.0,
Maruti Wagon R LXI,2011.0,,,Petrol,Manual,28481.0,
Maruti Wagon R LXI,2011.0,,,Petrol,Manual,28481.0,
Maruti Wagon R LXI,2011.0,,,Petrol,Manual,28481.0,
Maruti Wagon R LXI,2009.0,,,Petrol,Manual,30375.0,
Maruti Wagon R LXI,2009.0,,,Petrol,Manual,30375.0,
Maruti Wagon R LXI,2009.0,,,Petrol,Manual,30375.0,
Maruti Wagon R LXI,2008.0,,,Petrol,Manual,35008.0,
Maruti Wagon R LXI,2008.0,,,Petrol,Manual,35008.0,
Maruti Wagon R LXI,2008.0,,,Petrol,Manual,54551.0,
Maruti Wagon R LXI,2010.0,,,Petrol,Manual,51000.0,
Maruti Wagon R LXI,2001.0,,,Petrol,Manual,117000.0,
Maruti Wagon R LXI,2001.0,,,Petrol,Manual,117000.0,
Chevrolet Enjoy 1.3 TCDi LS 8,2015.0,,,Diesel,Manual,175000.0,
Chevrolet Enjoy 1.3 TCDi LS 8,2013.0,,,Diesel,Manual,20000.0,
Chevrolet Enjoy 1.3 TCDi LS 8,2013.0,,,Diesel,Manual,20000.0,
Honda City i VTEC SV,2014.0,,,Petrol,Manual,36000.0,
Jaguar XJ 5.0 L V8 Supercharged,2010.0,,,Petrol,Automatic,40000.0,
Honda Brio E MT,2013.0,,,Petrol,Manual,70000.0,
Honda Brio E MT,2012.0,,,Petrol,Manual,85962.0,
Maruti Swift VVT ZXI,2017.0,,,Petrol,Manual,60000.0,
Tata Indigo CR4,2011.0,,,Diesel,Manual,155500.0,
Tata Indigo CR4,2011.0,,,Diesel,Manual,90000.0,
Tata Indigo CR4,2011.0,,,Diesel,Manual,70000.0,
Tata Indigo CR4,2013.0,,,Diesel,Manual,60000.0,
Tata Indigo CR4,2013.0,,,Diesel,Manual,60000.0,
Tata Indigo CR4,2013.0,,,Diesel,Manual,100000.0,
Tata Indigo CR4,2013.0,,,Diesel,Manual,100000.0,
Tata Indigo CR4,2012.0,,,Diesel,Manual,120000.0,
Tata Indigo CR4,2012.0,,,Diesel,Manual,158000.0,
Tata Indigo CR4,2012.0,,,Diesel,Manual,120000.0,
Tata Indigo CR4,2012.0,,,Diesel,Manual,120000.0,
Tata Indigo CR4,2010.0,,,Diesel,Manual,80000.0,
Hyundai i10 Asta AT,2011.0,,,Petrol,Automatic,50000.0,
Chevrolet Beat LT,2016.0,,,Petrol,Manual,40000.0,
Chevrolet Beat LT,2016.0,,,Petrol,Manual,52000.0,
Chevrolet Beat LT,2011.0,,,Petrol,Manual,90000.0,
Chevrolet Beat LT,2010.0,,,Petrol,Manual,80000.0,
Chevrolet Beat LT,2010.0,,,Petrol,Manual,80000.0,
Chevrolet Beat LT,2010.0,,,Petrol,Manual,70000.0,
Chevrolet Beat LT,2010.0,,,Petrol,Manual,80000.0,
Chevrolet Beat LT,2012.0,,,Petrol,Manual,90000.0,
Chevrolet Beat LT,2012.0,,,Petrol,Manual,12000.0,
Chevrolet Beat LT,2013.0,,,Petrol,Manual,50000.0,
Chevrolet Beat LT,2013.0,,,Petrol,Manual,50000.0,
Chevrolet Beat LT,2015.0,,,Petrol,Manual,43000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,100000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,60000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,70000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,87000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,74820.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,32000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,60000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,140000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,60000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,105000.0,
Maruti Swift VDI BSIV,2015.0,,,Diesel,Manual,105000.0,
Maruti Swift VDI BSIV,2017.0,,,Diesel,Manual,80362.0,
Maruti Swift VDI BSIV,2017.0,,,Diesel,Manual,90000.0,
Maruti Swift VDI BSIV,2017.0,,,Diesel,Manual,25000.0,
Maruti Swift VDI BSIV,2014.0,,,Diesel,Manual,163000.0,
Maruti Swift VDI BSIV,2014.0,,,Diesel,Manual,90000.0,
Maruti Swift VDI BSIV,2014.0,,,Diesel,Manual,57000.0,
Maruti Swift VDI BSIV,2014.0,,,Diesel,Manual,80000.0,
Maruti Swift VDI BSIV,2014.0,,,Diesel,Manual,90000.0,
Maruti Swift VDI BSIV,2014.0,,,Diesel,Manual,155000.0,
Maruti Swift VDI BSIV,2014.0,,,Diesel,Manual,65000.0,
Maruti Swift VDI BSIV,2007.0,,,Diesel,Manual,112880.0,
Maruti Swift VDI BSIV,2010.0,,,Diesel,Manual,110000.0,
Maruti Swift VDI BSIV,2011.0,,,Diesel,Manual,130000.0,
Maruti Swift VDI BSIV,2011.0,,,Diesel,Manual,120000.0,
Maruti Swift VDI BSIV,2016.0,,,Diesel,Manual,70000.0,
Maruti Swift VDI BSIV,2016.0,,,Diesel,Manual,70000.0,
Maruti Swift VDI BSIV,2018.0,,,Diesel,Manual,25000.0,
Maruti Swift VDI BSIV,2009.0,,,Diesel,Manual,120000.0,
Renault Duster 110PS Diesel RxZ,2013.0,,,Diesel,Manual,90000.0,
Renault Duster 110PS Diesel RxZ,2013.0,,,Diesel,Manual,120000.0,
Renault Duster 110PS Diesel RxZ,2013.0,,,Diesel,Manual,120000.0,
Renault Duster 110PS Diesel RxZ,2013.0,,,Diesel,Manual,120000.0,
Renault Duster 110PS Diesel RxZ,2013.0,,,Diesel,Manual,88473.0,
Renault Duster 110PS Diesel RxZ,2012.0,,,Diesel,Manual,110000.0,
Renault Duster 110PS Diesel RxZ,2012.0,,,Diesel,Manual,110000.0,
Renault Duster 110PS Diesel RxZ,2012.0,,,Diesel,Manual,100000.0,
Renault Duster 110PS Diesel RxZ,2017.0,,,Diesel,Manual,50000.0,
Hyundai Santro Xing XG,2006.0,,,Petrol,Manual,110000.0,
Hyundai Santro Xing XG,2005.0,,,Petrol,Manual,120000.0,
Hyundai Santro Xing XG,2005.0,,,Petrol,Manual,68500.0,
Hyundai Santro Xing XG,2005.0,,,Petrol,Manual,80000.0,
Hyundai Santro Xing XG,2005.0,,,Petrol,Manual,68500.0,
Hyundai Santro Xing XG,2004.0,,,Petrol,Manual,100005.0,
Hyundai Santro Xing XG,2004.0,,,Petrol,Manual,58000.0,
Hyundai Santro Xing XG,2004.0,,,Petrol,Manual,58000.0,
Hyundai Santro Xing XG,2003.0,,,Petrol,Manual,110000.0,
Maruti Swift Dzire ZXI Plus,2019.0,,,Petrol,Manual,15000.0,
Maruti Swift Dzire ZXI Plus,2017.0,,,Petrol,Manual,15000.0,
Maruti Alto K10 LXI CNG,2020.0,,,CNG,Manual,40000.0,
Maruti 800 Std BSII,2004.0,,,Petrol,Manual,60000.0,
Maruti 800 Std BSII,2006.0,,,Petrol,Manual,40000.0,
Maruti 800 Std BSII,2006.0,,,Petrol,Manual,40000.0,
Tata Nano LX SE,2013.0,,,Petrol,Manual,25000.0,
Tata Nano LX SE,2012.0,,,Petrol,Manual,35000.0,
Tata Nano LX SE,2012.0,,,Petrol,Manual,20778.0,
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015.0,,,Petrol,Manual,23000.0,
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015.0,,,Petrol,Manual,23000.0,
Maruti Alto K10 VXI,2018.0,,,Petrol,Manual,22155.0,
Maruti Alto K10 VXI,2018.0,,,Petrol,Manual,22155.0,
Maruti Alto K10 VXI,2018.0,,,Petrol,Manual,35000.0,
Maruti Alto K10 VXI,2018.0,,,Petrol,Manual,20000.0,
Maruti Alto K10 VXI,2018.0,,,Petrol,Manual,38900.0,
Maruti Alto K10 VXI,2016.0,,,Petrol,Manual,25000.0,
Maruti Alto K10 VXI,2016.0,,,Petrol,Manual,20000.0,
Maruti Alto K10 VXI,2016.0,,,Petrol,Manual,40000.0,
Maruti Alto K10 VXI,2016.0,,,Petrol,Manual,30000.0,
Maruti Alto K10 VXI,2019.0,,,Petrol,Manual,5000.0,
Maruti Alto K10 VXI,2017.0,,,Petrol,Manual,30000.0,
Maruti Alto K10 VXI,2017.0,,,Petrol,Manual,15000.0,
Maruti Alto K10 VXI,2017.0,,,Petrol,Manual,25000.0,
Maruti Alto K10 VXI,2017.0,,,Petrol,Manual,31489.0,
Maruti Alto K10 VXI,2017.0,,,Petrol,Manual,50000.0,
Maruti Alto K10 VXI,2015.0,,,Petrol,Manual,60000.0,
Maruti Alto K10 VXI,2015.0,,,Petrol,Manual,60000.0,
Maruti Alto K10 VXI,2015.0,,,Petrol,Manual,59258.0,
Maruti Alto K10 VXI,2015.0,,,Petrol,Manual,60000.0,
Maruti Alto K10 VXI,2014.0,,,Petrol,Manual,80000.0,
Maruti Alto K10 VXI,2014.0,,,Petrol,Manual,100000.0,
Maruti Ciaz 1.4 Delta,2018.0,,,Petrol,Manual,70000.0,
Maruti Ciaz 1.4 Delta,2018.0,,,Petrol,Manual,70000.0,
Maruti Alto LX,2009.0,,,Petrol,Manual,60000.0,
Maruti Alto LX,2009.0,,,Petrol,Manual,120000.0,
Maruti Alto LX,2009.0,,,Petrol,Manual,60000.0,
Maruti Alto LX,2006.0,,,Petrol,Manual,120000.0,
Maruti Alto LX,2006.0,,,Petrol,Manual,124439.0,
Maruti Alto LX,2006.0,,,Petrol,Manual,100000.0,
Maruti Alto LX,2006.0,,,Petrol,Manual,90000.0,
Maruti Alto LX,2006.0,,,Petrol,Manual,120000.0,
Maruti Alto LX,2006.0,,,Petrol,Manual,60000.0,
Maruti Alto LX,2006.0,,,Petrol,Manual,140300.0,
Maruti Alto LX,2006.0,,,Petrol,Manual,130000.0,
Maruti Alto LX,2012.0,,,Petrol,Manual,70000.0,
Maruti Alto LX,2012.0,,,Petrol,Manual,90000.0,
Maruti Alto LX,2012.0,,,Petrol,Manual,19077.0,
Maruti Alto LX,2012.0,,,Petrol,Manual,80000.0,
Maruti Alto LX,2012.0,,,Petrol,Manual,70000.0,
Maruti Alto LX,2011.0,,,Petrol,Manual,25000.0,
Maruti Alto LX,2011.0,,,Petrol,Manual,50000.0,
Maruti Alto LX,2011.0,,,Petrol,Manual,60000.0,
Maruti Alto LX,2011.0,,,Petrol,Manual,36000.0,
Maruti Alto LX,2011.0,,,Petrol,Manual,40000.0,
Maruti Alto LX,2011.0,,,Petrol,Manual,50000.0,
Maruti Alto LX,2007.0,,,Petrol,Manual,180000.0,
Maruti Alto LX,2007.0,,,Petrol,Manual,52000.0,
Maruti Alto LX,2007.0,,,Petrol,Manual,120000.0,
Maruti Alto LX,2007.0,,,Petrol,Manual,52000.0,
